text
"Целый [club194944166|остров кошек] обнаружили в Китае — там открыли первый в стране парк, посвящённый бездомным животным  Этот чудо-парк, находящийся в провинции Цзянсу, - настоящий рай для пушистиков. Там проживают несколько сотен бездомных кошек, окружённых лаской, заботой и любовью. На ""кошачьем острове"" имеется даже выставочный зал. Компанией животных может насладиться любой желающий."
"[club194944166|100-летняя женщина] в инвалидной коляске неожиданно исполнила ""Аве Марию"" вместе с уличным пианистом  Блогер и музыкант с никнеймом emilio.piano играл на вокзале на любимом музыкальном инструменте. К нему подошла пожилая женщина (как впоследствии выяснилось, в прошлом - оперная певица) и попросила исполнить одно из самых известных произведений Франца Шуберта ""Аве Мария"". Её голос поразил всех присутствовавших."
"В РПЦ призвали пожилых россиян [club194944166|продать своё жильё и отдать деньги детям], чтобы те не делали аборты  Священник Кульпинов, обратившийся к родителям, которые ""своих дочерей уговаривают убить их внуков"", призвал пожилых людей продать имущество и передать вырученные деньги детям.  По мнению представителя РПЦ, такой шаг поможет представителям молодого поколения, испытывающим финансовые трудности. ""Помогите своей дочери, а сами умрите. Вы же уже пожили, но вы же уже знали, что такое любовь, вы же знали, что такое жизнь. Дайте возможность жить вашим внукам"", - подытожил священнослужитель."
Экс-судья Верховного суда РФ [club194944166|Момотов] был назначен на должность без опыта работы судьёй, следует из материалов по делу  На судебном заседании прокурор заявил, что ключевую роль в назначении Виктора Момотова на должность сыграл экс-председатель Краснодарского краевого суда Александр Чернов, чьё имущество было изъято в доход государства.  По словам обвинителя, у Чернова была протекция на уровне Верховного суда через Момотова. Последний это отрицает и утверждает, что с Александром его связывали исключительно рабочие отношения, а в последний раз они виделись якобы пять лет назад. Разбирательство продолжается.
"Вышел трейлер [club194944166|""Милосердия""] Тимура Бекмамбетова — фильма о детективе, обвинённого ИИ-судьёй в убийстве жены  Согласно сюжету картины, действие которой разворачивается в недалёком будущем, американский детектив, обвиняемый в убийстве супруги, предстаёт перед судом. У него есть только полтора часа, чтобы доказать свою невиновность ИИ-судье.  К слову, фильм Бекмамбетова снят в формате реального времени - действие разворачивается в течение 90 минут, которые отведеные главному герою на защиту. Отмечается, что режиссёр использовал инновационные технологии."
[club194944166|Житель Новой Зеландии] сменил имя на 2253 слова и потратил несколько лет, чтобы узаконить это решение  В 1990 году Лоуренс Уоткинс добавил к своему имени более 2 тысяч уникальных слов. Долгое время власти не принимали его заявление. Причина самая простая: в паспорте не хватало места для такой длинной записи.  Мужчина был настойчив и дошёл до Высокого суда Новой Зеландии. В конце концов он добился победы. Стоит отметить, что Лоуренс, будучи сотрудником городской библиотеки, выбирал себе имена из различных книг.
[club194944166|Россия] вошла в пятёрку стран с самыми дешевыми яйцами в мире  Так, по состоянию на август 2025 года стоимость продукта в РФ составляла 82,1 рубля за десяток. Дешевле яйца можно купить только в Индии (63,9 рубля за десяток), Иране (76,1 рубля), Бангладеше (78,2 рубля) и Пакистане (79,5 рубля).  Самые дорогие яйца в Швейцарии (более 500 рублей за десяток), в Исландии товар обойдётся в 455 рублей, в Новой Зеландии - 427,5 рубля.
[club194944166|Новая Lada Iskra] в базовой комплектации за 1,25 млн рублей оказалась пустой  В автомобиле нет ни подголовников, ни подлокотника, ни электрических стеклоподъёмников. Также в нём отсутствует кондиционер и аудиосистема. Корпуса зеркала и ручки дверей не окрашены, вместо дисков - штампы. Мнения по поводу машины, как того и следовало ожидать, разделились.
"Экс-мэр Плёса [club194944166|Алексей Шевцов] пополнил список иноагентов  В список Минюста РФ сегодня также вошли:   — Медиа-проект ""Острый угол""; — Правозащитник Тимур Тухватуллин;  — Блогер и автор проекта ""Выход есть"" Василий Садонин; — Мурманский журналист Денис Загорье; — Поэтесса и филолог Полина Барскова."
"[club194944166|Путин] назвал ""понтами"" угрозы Зеленского бить по России и Кремлю ""Томагавками""  Понт здесь присутствует, заявил президент России."
[club194944166|Путин] поддержал Трампа: Авторитет Нобелевского комитета в значительной степени утрачен, Бог с ними, не мне судить  Дональд старается, работает над вопросами достижения мира, вот, яркий пример — ситуация на Ближнем Востоке, если всё получится, ведь это историческое событие, — отметил президент России.
[club194944166|Гора Эльбрус] вырвалась вперед в голосовании после призыва телеграм-каналов голосовать за достопримечательность  Голосование за символ Кавказа на новой 500-рублевой купюре продлится до 14 октября.
"[club194944166|Рамзан Кадыров] объявил розыгрыш десяти новых iPhone 17 за поддержку ""Грозный-Сити"" в голосовании за символ Кавказа на новой 500-рублевой купюре  Для участия в конкурсе необходимо проголосовать за ""Грозный-Сити"" на всех доступных платформах и предоставить скриншоты, подтверждающие выбор этого комплекса.  На данный момент главный конкурент — гора Эльбрус — уступает в онлайн-голосовании на 5,5 тысячи голосов."
"В России начали ограничивать выезд за границу [club194944166|гражданам], получившим электронные повестки  Уведомление на портале ""Госуслуги"" автоматически накладывает запрет на выезд, который можно снять только через военкомат.  Через 27 дней после получения повестки могут быть заблокированы водительские права, индивидуальное предпринимательство и имущество.  Новости Дня"
"Трамп не получил Нобелевскую премию мира 2025 — награду вручили [club194944166|Марии Корине Мачадо], лидеру оппозиции Венесуэлы  Премию присудили за ""ее неустанную работу по продвижению демократических прав народа Венесуэлы и за ее борьбу за справедливый и мирный переход от диктатуры к демократии"".  Теперь Трамп, по данным The Daily Telegraph, планирует увеличить торговые пошлины для Норвегии, призвать другие страны отказаться от закупок норвежских нефти и газа и ограничить взаимодействие с норвежскими официальными лицами."
"[club194944166|Павел Дуров], основатель Telegram, в свой 41-й день рождения заявил, что у текущего поколения осталось мало времени, чтобы сохранить свободный интернет  ""Нашему поколению осталось мало времени, чтобы защитить интернет как пространство свободного обмена информацией, созданное нашими предшественниками. То, что обещало быть платформой свободы, превращается в инструмент контроля"", — отметил Дуров.  Он раскритиковал ""некогда свободные"" страны за введение ""дистопических мер"". По его словам, в Германии преследуют за критику властей в интернете, во Франции инициируют уголовные дела против глав IT-компаний, а в Великобритании ""тысячи людей попадают в тюрьму за свои посты"". Дуров предупредил, что нынешнее поколение рискует стать последним, которое знало свободу в интернете, если не сумеет её отстоять."
"Госдума планирует запретить [club194944166|зарубежные видеоигры], такие как GTA, DOOM и Call of Duty  Депутаты разрабатывают новый ГОСТ, который установит нормы для содержания игр в России, регулируя уровень насилия, крови и допустимые ценности.  Цель инициативы — защита детей, но на практике это позволит экспертам определять, какие игры считать ""правильными"", а какие — ""опасными"" или ""неподходящими"" для страны."
[club194944166|Сербия] выделила Курской области гуманитарную помощь на сумму 472 млн рублей  Об этом сообщило ТАСС со ссылкой на МИД России. 8 октября правительство Сербии предоставило финансовую поддержку, за что Россия выразила благодарность, отметив символизм этого жеста, отражающего многовековое братство и тесные связи между странами и народами.
"В Дзержинском разгорелся [club194944166|спор из-за памятника] современному учителю  Скульптура, установленная неподалёку от школы, изображает девушку, делающую селфи с букварём в руках. Образ современного преподавателя автору видится именно так.  Многих местных жителей возмутил тот факт, что на ""девушке нет нижнего белья"", и у неё ""выпирают соски"". Кто-то, наоборот, стал заступаться и утверждать, что монумент сделан в ""стиле классических композиций""."
"Пятый сезон сериала [club194944166|""Очень странные дела""] превратится в восемь полноценных фильмов — по 90–120 минут каждый и с бюджетом до $60 млн за эпизод  Информацией поделилось издание Puck News, отметившее, что финальный сезон ""Очень странных дел"" станет самым дорогим проектом в истории Netflix.  Утверждается, что из каждого эпизода создатели сделали полноценный блокбастер (продолжительность одной серии будет составлять от 90 до 120 минут), что для телевидения является чем-то из ряда вон выходящим. Премьера дебютных серий сезона состоится 27 ноября. Многие уже в предвкушении."
В московском фастфуде [club194944166|мужчина лопатой добыл игрушки для ребёнка] на сумму 4 тысячи рублей, теперь ему грозит до 10 лет лишения свободы  Как утверждают некоторые СМИ, 30-летний мужчина намеревался похитить наборы конструктора для сына, а после того как получил замечание от сотрудников заведения, затеял драку.  Камера видеонаблюдения сняла, как россиянин, взяв в руки сапёрную лопату, начал разносить витрину, забрал игрушки и скрылся с места происшествия. Ущерб оценили в 4 тысячи рублей. Позже дебошира задержали полицейские и предъявили обвинение в разбое. Ему может грозить до 10 лет заключения.
[club194944166|Олег Тиньков]* вслед за Кипром открыл офис своего нового проекта Plata в Барселоне  Судя по всему, дела у предпринимателя за границей идут хорошо.   * иностранный агент на территории РФ
[club194944166|Петербург] и [club194944166|Ростов-на-Дону] могут уйти под воду к 2100 году - прогноз РАН  Океанолог Филипп Сапожников заявил, что в связи с потеплением климата и подъёмом уровня Мирового океана ряд российских городов, среди которых Санкт-Петербург, Ростов-на-Дону, Азов и Кронштадт, может уйти под воду.  Учёный отметил, что к 2100 году повышение уровня воды составит от 0,3 до 0,65 метров (в худшем случае - на 1,3 м). К 2300 году вода может подняться уже на 5,6 м.
[club194944166|Китай] превратился в гигантскую пробку после восьмидневных национальных праздников  Восьмидневные каникулы по случаю Национального праздника КНР и традиционного праздника Чжунцю, также известного как праздник Середины осени, подошли к концу. Так, все 50 полос трассы Пекин-Гонконг-Макао оказались заблокированы, и вместо привычных 10 часов дорога заняла все 25.
В Китае [club194944166|71-летний пациент] прожил более 170 дней после пересадки свиной печени  Доктор Бэйчэн Сунь напомнил, что печень всегда считалась одним из самых сложных органов для пересадки. Всё дело в том, что она имеет большой размер, двойное кровоснабжение и целое множество функций (например, фильтрует кровь, выводит токсины, производит желчь для пищеварения и играет важную роль в регулировании сахара).  До этого специалисты пересаживали людям свиные почки и сердца, печень пытались пересаживать только умершим. То, что произошло с 71-летним мужчиной, называют настоящей сенсацией и огромным прорывом. По мнению эксперта, свиная печень может помочь пациентам дождаться человеческого органа, если добавить в неё достаточное количество человеческих генов.
"[club194944166|Россию] и [club194944166|Европу] ждёт аномально холодная зима, которая случается примерно раз в 20 лет  Об этом заявил глава ""Газпрома"" Алексей Миллер, выступивший на Петербургском международном газовом форуме. ""Мы знаем, что раз в 10 лет бывает холодная зима, а раз в 20 лет бывает аномально холодная зима"", - отметил он.  По его словам, температура до -25 градусов ожидается на всей европейской части России - от Мурманской области до Краснодарского края."
[club194944166|Оксана Самойлова] подала на развод с Джиганом  Пара была вместе 15 лет, за это время у них родилось четверо детей.  Заявление о расторжении брака подано в суд 6 октября, госпошлина уже оплачена.
[club194944166|Путин] встретился с президентом Азербайджана Ильхамом Алиевым впервые после авиакатастрофы самолета AZAL и напряженности в отношениях между странами  Как сообщили российские госагентства, Путин начал встречу с обсуждения катастрофы, выразив соболезнования семьям погибших и повторив извинения за трагедию, произошедшую в российском небе. Он впервые раскрыл детали инцидента, связав его с присутствием украинского БПЛА. По словам Путина, в день катастрофы российская ПВО вела три украинских беспилотника, пересекших границу. Две ракеты ПВО взорвались вблизи самолета AZAL, который, вероятно, был задет обломками, а не боевыми элементами.  Путин отметил, что экипажу предлагали посадку в Махачкале, но было принято решение лететь в аэропорт базирования. Причины катастрофы установлены после тщательного анализа. Россия обязуется выполнить все необходимые действия, включая выплату компенсаций, и дать правовую оценку действиям должностных лиц. Алиев выразил благодарность за предоставленную информацию.
В России упрощают приём в [club194944166|полицию] из-за дефицита кадров  Госдума в первом чтении одобрила законопроект, отменяющий проверку профессиональной подготовки кандидатов при поступлении в МВД.  В пояснительной записке указано, что испытательный срок затрудняет набор сотрудников. Министр внутренних дел Владимир Колокольцев сообщил, что из-за низких зарплат органы покинула половина опытных специалистов.
"Диалог [club194944166|России] и [club194944166|США] поставлен на ""серьезную паузу"", сообщил Песков   Встреча Путина и Трампа также не стоит на повестке дня.  Ранее Трамп не поздравил Путина с Днём рождения, хотя Путин 14 июня его поздравлял."
"[club194944166|Зеленский] пригрозил РФ блэкаутом в Белгородской и Курской областях, если будут масштабные отключения света на территории Украины из-за российских ударов  Об этом сообщает украинское издание ""Страна""."
"[club194944166|Дмитрий Медведев] прибыл в Северную Корею со словами ""Друзья вместе. Враги напрягаются""   Зампредседателя Совета безопасности возглавил российскую делегацию на праздновании 80-летия Трудовой партии Кореи в Пхеньяне. ""Друзья вместе. Враги напрягаются"", — написал он в Max.  В Пхеньян также прибыли певцы Шаман и Александра Воробьёва, а также артисты балета ""Тодес"", хора Пятницкого и Симфонического оркестра ВКС России."
[club194944166|Греческий приют] предлагает бесплатное жилье на острове Сирос в обмен на уход за кошками    Приют, расположенный у самого моря с живописным видом, является домом примерно для 60 кошек. От будущих волонтеров требуется работать пять дней в неделю, уделяя уходу за животными около пяти часов ежедневно.    В обязанности входят: кормление кошек, игры с питомцами, поддержание порядка в помещениях, наблюдение за здоровьем животных и помощь по хозяйству.    В качестве компенсации за работу приют предоставляет волонтерам бесплатное жилье, завтрак, а также берет на себя оплату коммунальных услуг.
В Китае открыли [club194944166|самый высокий банджи-джампинг в мире]    Высота свободного падения с этой точки составляет 625 метров, что значительно превышает предыдущие мировые рекорды. Эта высота сопоставима с высотой Шанхайской башни — самого высокого небоскреба материкового Китая. Стоимость одного прыжка с мирового рекордсмена составляет около 34 тысяч рублей.
"В США девушка 15 лет засыпает под [club194944166|мультфильм ""Рататуй""]    Жительница США Ханна Кендрик нашла необычное, но эффективное средство борьбы с бессонницей: на протяжении последних 15 лет она засыпает исключительно под анимационный фильм ""Рататуй"".    ""Трудно объяснить тем, кто не пытался заснуть под фильм, но у „Рататуя“ невероятно однородный звуковой ландшафт. Дело не в громкости — ее, очевидно, можно настроить как угодно, — а в постоянстве. В нем нет громких взрывов, внезапных пугающих сцен — только равномерный гул кухни, изредка звон кастрюль"", — пояснила Кендрик уникальное качество фильма."
[club194944166|Президент Узбекистана] сократит 2141 чиновника из-за внедрения искусственного интеллекта    Президент Узбекистана Шавкат Мирзиеев подписал указ об увольнении 2141 чиновника к 1 ноября. Наибольшее число сокращений затронет ключевые структуры, где велика доля рутинной и аналитической работы.   Больше всего сотрудников потеряет Налоговый комитет (почти 500 человек). Значительные кадровые изменения также произойдут в министерствах водного хозяйства, сельского хозяйства, юстиции, экологии и занятости.
Рэпер [club194944166|Vacio], известный появлением с носком на голой вечеринке Ивлеевой, упал в Париже с высоты третьего этажа, пробив стеклянную крышу  По словам друзей, он находится в реанимации в тяжелом состоянии с серьезными травмами. У музыканта нет страховки, и скоро начнется сбор средств на его лечение.  Ранее 27-летний артист покинул Россию, получив повестку в военкомат.
Госдума приняла в первом чтении [club194944166|законопроект об обязательной трёхлетней отработке] для выпускников медвузов  Согласно документу, студенты-бюджетники на первом курсе должны будут заключать договор о целевом обучении. В случае его нарушения молодым людям придётся выплатить компенсацию за обучение и штраф в двойном размере.   Подобные меры объяснили кадровым дефицитом. Положение может вступить в силу уже в марте 2026-го года.
[club194944166|Птицы] исчезают из-за климата — миру грозит продовольственный кризис  Орнитологи подчеркнули, что с 1970 года исчезло около трёх миллиардов птиц, а 389 видов в Северной Америке в данный момент находятся под угрозой вымирания.  Изменение климата сбивает птиц с привычных миграционных маршрутов и приводит к печальным последствиям. Специалисты напоминают, что около 5% растений, которые человек употребляет в пищу или использует в медицинских целях, опыляются именно птицами. Если так и дальше пойдёт, люди столкнутся с настоящей экологической катастрофой.
[club194944166|Завораживающий вид] с небоскрёба Бурдж-Халифа в Дубае  В социальных сетях распространилось видео, на котором запечатлён человек, находящийся на вершине самого высокого здания в мире - небоскрёба Бурдж-Халифа. Как пошутили пользователи, Том Круз такое одобряет.  Стоит напомнить, что высота одной из главных дубайских достопримечательностей составляет 828 метров.
[club194944166|Молдавия объявила Россию] угрозой нацбезопасности — новая военная стратегия страны до 2035 года  Так, численность молдавской армии, которая будет перевооружена по стандартам НАТО, увеличат до 10,5 тысяч человек. Бюджет на оборону вырастет до 1% ВВП.  Также стратегия предусматривает технологическую модернизацию. Особое внимание уделят системам воздушной разведки и ПВО, а также логистике и кибербезопасности.
"На Камчатке иногда приходится вести [club194944166|переговоры о праве на рыбалку] с местными хозяевами  Автор видео, держась на безопасном расстоянии от медведя, пытается вступить с ним в диалог и просит хищника уступить ему место для рыбной ловли.  ""Ну ты уже порыбачил с утра, дай нам порыбачить"", - говорит в кадре россиянин. Правила на Камчатке такие: кто первый встал и пришёл, того и рыба."
"[club194944166|Судья Верховного суда] крышевал проституток, рассказал прокурор во время суда  По словам обвинителя, судья Виктор Момотов, чей актив оценивается в 9 млрд рублей, решил использовать свой статус и неприкосновенность для прикрывания своей собственности.   ""Это не только гостиницы, но и противоправная деятельность, а именно оказание интим-услуг, почасовых комнат и саун"", - заявил прокурор. Надзорное ведомство требует отобрать у Момотова якобы нечестным способом нажитую недвижимость и передать государству."
"Danone в России будет переименован в [club194944166|""Логика Молока""]  Производитель молочной продукции подчеркивает, что ребрендинг символизирует завершение локализации и не затронет ассортимент продукции."
"В сети показали, как будет выглядеть [club194944166|Дамблдор] в сериале ""Гарри Поттер"" от HBO  Роль профессора исполнит Джон Литгоу. Премьера первого сезона запланирована на 2027 год."
Экс-кандидат в президенты Беларуси [club194944166|Сергей Тихановский] заявил о намерении нанести стратегический удар по режиму Лукашенко   Для этого он планирует выучить английский язык, чтобы заручиться поддержкой западных союзников в своей борьбе.
[club194944166|Стримерша] родила в прямом эфире на Twitch, за трансляцией наблюдали 23 тыс. человек   Имя новорожденной девочки — Луна — также выбрали путем голосования аудитории.
"[club194944166|Бабушки из ""Отряда Путина""] показали, что будет с россиянами, которые используют VPN   Хватит на сегодня интернета."
"[club194944166|Криштиану Роналду] стал первым футболистом-миллиардером в истории, его состояние достигло 1,4 млрд долларов, сообщает Bloomberg  За 20-летнюю карьеру Роналду активно сотрудничал с брендами, такими как Armani и Nike, но значительный рост доходов произошел на закате карьеры благодаря контракту с саудовским клубом ""Аль-Наср"" на 400 млн долларов, подписанному в июне.  Для сравнения, Лионель Месси зарабатывает в ""Интер Майами"" меньше, но после завершения карьеры он может получить долю в клубе, что позволит ему сравняться с Роналду по доходам."
"В России обсуждается возможное отключение карт [club194944166|Visa] и [club194944166|Mastercard] из-за прекращения действия сертификатов безопасности в их чипах  С 1 января 2025 года все сертификаты безопасности в чипах этих карт утратили силу, что создает риски для безопасности платежей, сообщил гендиректор НСПК Дмитрий Дубынин в интервью РБК.  Сертификаты эмитента, встроенные в чипы карт, имеют собственный срок действия, который может отличаться от срока годности карты и закупаться банками на 3–5 лет. После ухода Visa и Mastercard из России в 2022 году сроки действия сертификатов перестали продлеваться. Ранее банки самостоятельно продлевали работу таких карт, включая ""Мир"", сверх их срока годности. Однако в июле 2025 года ЦБ заявил о планах ограничить использование карт с истекшим сроком для борьбы с мошенничеством.  Сейчас НСПК собирает мнения участников рынка для передачи в Банк России, который примет окончательное решение."
В России обсуждается инициатива о запрете поездок граждан в [club194944166|Турцию] и другие страны НАТО  Причина — членство Турции в НАТО и её поддержка Украины. Общественники считают, что мера сохранит деньги россиян в стране, защитит их от возможных рисков и поддержит развитие внутреннего туризма.   Предложение готовят к внесению в Госдуму, запрет может коснуться всех стран альянса.
[club194944166|Домашняя кошка] — идеальная машина для охоты    Домашняя кошка, несмотря на свой милый внешний вид, является высокоэффективным хищником. Эти животные сохраняют свою дикую природу и обладают охотничьим мастерством, которое по уровню успеха (30-70% успешных охот) превосходит даже таких крупных хищников, как львы (20-25%).
[club194944166|Бабушка-продавец] расплакалась от неожиданной помощи на рынке    Пожилая, 81-летняя бабушка сидела за своим прилавком, безуспешно пытаясь продать виноград и лук, который она вырастила сама, пока к ней не подошел добрый покупатель.
Тот момент, когда мать [club194944166|не зря отдала сына в хоккей]    Экс-жена Дмитрия Бивола запечатлела момент, когда ее сын при помощи хоккейной клюшки спас ключи от машины, которые едва не упали в открытый канализационный люк на улице.
"[club194944166|""За**ал этот теннис еб**ий]"": 18-летняя Мирра Андреева не сдержала эмоций во время матча    Первая ракетка России, борющаяся за место на Итоговом турнире WTA, в крайне нецензурной форме выразила свое разочарование, заявив, что ей ""надоел теннис"".    По ходу напряженного трехсетового поединка Андреева также неоднократно демонстрировала фрустрацию: она швыряла ракетку и не могла сдержать слез. В итоге россиянка потерпела поражение со счетом 7:6, 3:6, 3:6."
[club194944166|Путин] спустя 3,5 года заявил, что решение о начале СВО было правильным   Решения, принятые в феврале 2022 года, были правильными и своевременными, — отметил президент России.  Также среди заявлений:   — Россия должна довести спецоперацию до конца и достичь всех поставленных целей — Стратегическая инициатива на фронте принадлежит России, противник отступает по всей линии боевого соприкосновения — Киев, стремясь продемонстрировать хоть какие-то успехи покровителям с Запада, наносит удары по мирным объектам в России. В связи с этим Путин поручил обеспечить безопасность всей инфраструктуры, включая энергетическую — ОПК в полной мере обеспечивает фронт всем необходимым и опережающими темпами разрабатывает новейшие средства
"В Госдуме потребовали [club194944166|полного запрета майонеза в России]    Один из самых популярных продуктов в российском рационе оказался под угрозой полного законодательного запрета. Депутат Государственной Думы Виталий Милонов выступил с категоричным требованием остановить продажу майонеза в стране, назвав этот соус ""ядом для русской нации"".    Это не первая ""антимайонезная"" инициатива депутата. Ранее Милонов неоднократно предлагал ввести запрет на использование майонеза в шаурме, мотивируя это ""оскорблением шавермной традиции""."
"В Свердловской области [club194944166|директор школы заставила учителей] взять миллионные кредиты и сбежала    Руководительница учебного заведения, используя служебное положение и психологическое давление, вынудила подчиненных взять на себя крупные потребительские кредиты, а затем бесследно исчезла, оставив педагогов в долговой яме.    Бывшая директриса разработала схему, при которой практически весь коллектив школы оформил на себя займы на общую сумму в миллионы рублей. Каждому педагогу она преподносила свою ""легенду"": от внезапных нужд, таких как свадьба сына, дорогостоящий ремонт и болезни родственников, до экстренных ситуаций, включая аварии и аресты. Она ""слезно обещала вернуть все до копейки"" и давала твердые гарантии, что ""всем все будет выплачено"".    Под давлением учителя оформляли крупные суммы: преподаватель географии взял 300 тысяч рублей, математики — 400 тысяч, русского языка — 800 тысяч, а учитель начальных классов — миллион. Жертвой стал даже дедушка одного из учеников. По данным источников, он оставил в кабинете директора свою куртку с телефоном, на котором не был установлен пароль. Воспользовавшись моментом, руководительница школы оформила кредит на его имя.    После того, как деньги были получены, ""финансовый махинатор"" внезапно уволилась и полностью прекратила любое общение с бывшими коллегами."
